NCT Number,Study Title,Study URL,Study Status,Conditions,Interventions,Sponsor,Collaborators,Study Type
NCT06698263,13-cis Retinoic Acid (Isotretinoin) and Sperm Production,https://clinicaltrials.gov/study/NCT06698263,NOT_YET_RECRUITING,Men with Infertility,DRUG: Isotretinoin|DRUG: Control group (placebo),"University Hospital, Strasbourg, France",,INTERVENTIONAL
NCT06698250,Zanzalintinib (XL-092) Plus Durvalumab and Tremelimumab in Unresectable Hepatocellular Carcinoma (ZENOBIA),https://clinicaltrials.gov/study/NCT06698250,NOT_YET_RECRUITING,Hepatocellular Carcinoma,DRUG: Zanzalintinib|DRUG: Durvalumab|DRUG: Tremelimumab,Anwaar Saeed,Exelixis,INTERVENTIONAL
NCT06698237,The Effects of Cold-water Immersion on Exercise Performance Recovery and Postprandial Plasma Aminoacidemia,https://clinicaltrials.gov/study/NCT06698237,NOT_YET_RECRUITING,Sport Recovery|Aminoacidemia|Cold-water Immersion,OTHER: immediate cold-water immersion|OTHER: delayed cold-water immersion|OTHER: immediate thermoneutral water immersion,McGill University,,INTERVENTIONAL
NCT06698224,Paired Spinal Cord and Peripheral Nerve Stimulation to Recover Hand Function in SCI,https://clinicaltrials.gov/study/NCT06698224,NOT_YET_RECRUITING,Spinal Cord Injury|Spinal Cord Disease|Spinal Cord Injuries (SCI),DEVICE: Spinal cord transcutaneous stimulation|DEVICE: Paired spinal cord and peripheral nerve stimulation,Kessler Foundation,,INTERVENTIONAL
NCT06698211,Posaconazole Tablet As Primary Prophylaxis of HSCT Patients with Gastrointestinal GVHD,https://clinicaltrials.gov/study/NCT06698211,ENROLLING_BY_INVITATION,Invasive Fungal Disease|Graft Versus Host Disease|Hematopoietic Stem Cell Transplantation,DRUG: Posaconazole tablet,"Institute of Hematology & Blood Diseases Hospital, China",,OBSERVATIONAL
NCT06698198,Safety and Immunogenicity of a Pneumococcal Conjugate Vaccine Candidate in Healthy Adults (19-49 Years),https://clinicaltrials.gov/study/NCT06698198,COMPLETED,Pneumococcal Immunization,BIOLOGICAL: Pneumococcal Conjugate Vaccine|BIOLOGICAL: Prevnar 13®,"Sanofi Pasteur, a Sanofi Company",,INTERVENTIONAL
NCT06698185,A Clinical Phase II Study of the Materna Device to Shorten Delivery Time During Childbirth,https://clinicaltrials.gov/study/NCT06698185,WITHDRAWN,Childbirth,DEVICE: Materna Prep Device|DEVICE: Sham Control,Materna Medical,"El Camino Hospital, Mountain View, CA|Altos Oaks Medical Group, Mountain View, CA",INTERVENTIONAL
NCT06698172,Motor Performance Improvement After Visual Rehabilitation,https://clinicaltrials.gov/study/NCT06698172,RECRUITING,Visual Field Loss|Balance|Brain Injury|Motor Performance,OTHER: Virtual Reality rehabilitation,Instituto de Investigación Sanitaria Aragón,,INTERVENTIONAL
NCT06698159,Wide-Antral Pulmonary Vein Isolation in Atrial Fibrillation Ablation with a Single-shot Technique (WIDER-PVI),https://clinicaltrials.gov/study/NCT06698159,RECRUITING,Atrial Fibrillation|Atrial Fibrillation (Paroxysmal),DEVICE: Cryoablation with cryoballoon 28 mm|DEVICE: Cryoablation with cryoballoon 31 mm,Hospital Universitario 12 de Octubre,,INTERVENTIONAL
NCT06698146,Colorectal Metastasis to Liver Extraction with Auxiliary Transplant and Delayed Resection - the CLEAR Trial,https://clinicaltrials.gov/study/NCT06698146,NOT_YET_RECRUITING,Liver Transplant Surgery|Colorectal Cancer Metastatic|Colon Cancer Liver Metastases,PROCEDURE: Resection And Partial Liver Transplantation With Delayed Total Hepatectomy,Northwestern University,,INTERVENTIONAL
NCT06698133,Knowledge and Habits of Pregnant Teens,https://clinicaltrials.gov/study/NCT06698133,NOT_YET_RECRUITING,Teen Pregnancy,OTHER: Participants in the intervention arm will be invited to join a private social media group,University of Mississippi Medical Center,,INTERVENTIONAL
NCT06698120,Awake Prone Positioning for Severe Acute Chest Syndrome,https://clinicaltrials.gov/study/NCT06698120,NOT_YET_RECRUITING,Acute Chest Syndrome|Sickle Cell Anemia,PROCEDURE: Awake prone positioning (APP),Assistance Publique - Hôpitaux de Paris,,INTERVENTIONAL
NCT06698107,Salutogenesis and Self-efficacy-based Childbirth Education Programme for Preventing Postpartum Depression,https://clinicaltrials.gov/study/NCT06698107,NOT_YET_RECRUITING,Postpartum Depression (PPD),BEHAVIORAL: Childbirth education programme|OTHER: Usual Care,The Hong Kong Polytechnic University,,INTERVENTIONAL
NCT06698094,"Sustainable Office Intervention, Impact of a Sustainable Lifestyle on Diet, Physical Activity and Carbon Footprint",https://clinicaltrials.gov/study/NCT06698094,ACTIVE_NOT_RECRUITING,Healthy Lifestyle|Healthy Diet,BEHAVIORAL: Sustainable lifestyle|BEHAVIORAL: Healthy lifestyle,Mälardalen University,Swedish Environmental Research Institute (IVL),INTERVENTIONAL
NCT06698081,The Effect of Using Multimedia During the Informed Consent Process on the Anxiety of Parents of Orchiopexy Patients,https://clinicaltrials.gov/study/NCT06698081,RECRUITING,Undescended Testis|Anxiety State,OTHER: Video Multimedia,Marmara University,,INTERVENTIONAL
NCT06698068,Impact of Equine-Assisted Therapy on the Quality of Life of Children with Autism Spectrum Disorders (ASD),https://clinicaltrials.gov/study/NCT06698068,RECRUITING,Equine-assisted Therapy|Children|Autism Spectrum Disorder|Quality of Lifte,OTHER: Equine-assisted therapy,Hopital La Musse,Fondation Paul Bennetot,INTERVENTIONAL
NCT06698055,Muscle Adaptations in Children and Adults Following Twelve Weeks of Flywheel or Weight Stack Resistance Exercise,https://clinicaltrials.gov/study/NCT06698055,RECRUITING,"Resistance Exercise|Muscle Hypertrophy|Skeletal Muscle|EMG|Magnetic Resonance Imaging|Growth Plate Early Closing|Children, Adult",OTHER: Flywheel Resistance Exercise|OTHER: Weight Stack Resistance Exercise,Björn Alkner,Karolinska Institutet|Umeå University|Medical Research Council of Southeast Sweden|Swedish Research Council for Sport Science|Linkoeping University|The Swedish Research Council,INTERVENTIONAL
NCT06698042,A Clinical Study of MK-3475A to Treat Newly-diagnosed Metastatic Non-small Cell Lung Cancer (MK-3475A-F84),https://clinicaltrials.gov/study/NCT06698042,RECRUITING,Lung Cancer|Non-Small Cell Lung Cancer,BIOLOGICAL: MK-3475A|BIOLOGICAL: Pembrolizumab,Merck Sharp & Dohme LLC,,INTERVENTIONAL
NCT06698029,Optimizing VIM Targeting for Radiosurgery in Severe Tremor,https://clinicaltrials.gov/study/NCT06698029,NOT_YET_RECRUITING,Tremor|Laser Therapy,OTHER: VIM Targeting,Assistance Publique Hopitaux De Marseille,,INTERVENTIONAL
NCT06698016,A Study of the Effect of Efavirenz on the Plasma Levels of Nemtabrutinib (MK-1026-014),https://clinicaltrials.gov/study/NCT06698016,COMPLETED,Healthy,DRUG: Nemtabrutinib|DRUG: Efavirenz,Merck Sharp & Dohme LLC,,INTERVENTIONAL
NCT06698003,A Study of Mogamulizumab to Prevent Adult T-cell Leukemia/Lymphoma in People With HTLV-1,https://clinicaltrials.gov/study/NCT06698003,RECRUITING,"T-Cell Leukemia/Lymphoma, Adult|T-cell Leukemia/Lymphoma|T-cell Leukemia|Lymphoma",DRUG: Mogamulizumab,Memorial Sloan Kettering Cancer Center,,INTERVENTIONAL
NCT06697990,Cerebrospinal Fluid Immune Microenvironment Mechanism in Anaplastic Lymphoma Kinase Positive Lung Cancer Patients,https://clinicaltrials.gov/study/NCT06697990,NOT_YET_RECRUITING,"Carcinoma, Non-Small-Cell Lung",DRUG: Iruplinalib,Tianjin Medical University Cancer Institute and Hospital,,INTERVENTIONAL
NCT06697977,Effects of Phytosterol Supplementation on Liver Function and Inflammatory Status in Patients with Nonalcoholic Fatty Liver Disease,https://clinicaltrials.gov/study/NCT06697977,ACTIVE_NOT_RECRUITING,NAFLD|Insulin Resistance|Metabolic Syndrome|Obesity|Diabetes|Nash|Dyslipidemias,DIETARY_SUPPLEMENT: phytosterols|DIETARY_SUPPLEMENT: placebo,University of Jordan,,INTERVENTIONAL
NCT06697964,High Resolution Anuscopy Study,https://clinicaltrials.gov/study/NCT06697964,RECRUITING,Human Papilloma Virus|Anal Squamous Cell Carcinoma,OTHER: HRA,Universitair Ziekenhuis Brussel,,OBSERVATIONAL
NCT06697951,Feasibility of Using the Neovent in Low-Resource Settings,https://clinicaltrials.gov/study/NCT06697951,NOT_YET_RECRUITING,Respiratory Distress of Newborn,DEVICE: bilevel ventilation with the Neovent,Hennepin Healthcare Research Institute,,INTERVENTIONAL
NCT06697938,Neoadjuvant Chemoradiotherapy Compared to Neoadjuvant Chemotherapy for Luminal-Type Locally Advanced Breast Cancer: a Clinical Study,https://clinicaltrials.gov/study/NCT06697938,RECRUITING,Breast Cancer,RADIATION: Preoperative SBRT for the Primary Lesion of Breast Cancer,Sichuan Cancer Hospital and Research Institute,,INTERVENTIONAL
NCT06697925,"Evaluating the Durability of Closure for Venous Leg Ulcers Following a Randomized, Controlled, Clinical Trial",https://clinicaltrials.gov/study/NCT06697925,NOT_YET_RECRUITING,Venous Leg|Venous Leg Ulcer (VLU)|Venous Leg Ulcer|Venous Ulcer|VLU,,Kerecis Ltd.,Serena Group,OBSERVATIONAL
NCT06697912,Airway Flow of RAM Cannula with BCPAP in Infants,https://clinicaltrials.gov/study/NCT06697912,RECRUITING,"Respiratory Distress Syndrome, Newborn|Infant, Premature, Diseases|Infant, Newborn, Diseases",,Karolinska Institutet,,OBSERVATIONAL
NCT06697899,TGRX-326 Phase I Oral Pharmacokinetic Study,https://clinicaltrials.gov/study/NCT06697899,NOT_YET_RECRUITING,Chronic Myeloid Leukemia,DRUG: TGRX-678,"Shenzhen TargetRx, Inc.",The Affiliated Nanjing Drum Tower Hospital of Nanjing University Medical School,INTERVENTIONAL
NCT06697886,A Study of the Efficacy and Safety of Antiwei Granules in the Treatment of Common Cold,https://clinicaltrials.gov/study/NCT06697886,RECRUITING,Common Cold,DRUG: Antiwei Granules|DRUG: Antiwei Granules Placebo,"Tasly Pharmaceutical Group Co., Ltd",,INTERVENTIONAL
NCT06697873,Effects of Rhythmic Stabilization With and Without Closed Kinetic Chain Exercises Among Fast Bowlers,https://clinicaltrials.gov/study/NCT06697873,COMPLETED,Sports Physical Therapy,OTHER: Experimental Group: A|OTHER: Experimental: Group B,Riphah International University,,INTERVENTIONAL
NCT06697860,Effect of Radial Shockwave Therapy and Graston Instrument Assisted Soft Tissue Mobilization on Plantar Fasciitis,https://clinicaltrials.gov/study/NCT06697860,RECRUITING,Plantar Fascia,DEVICE: Radial Shockwave Therapy|DEVICE: Graston Instrument,Riphah International University,,INTERVENTIONAL
NCT06697847,Sweet Thresholds in Healthy Volunteers Study,https://clinicaltrials.gov/study/NCT06697847,RECRUITING,Taste Thresholds in Healthy Volunteers,,Ranvier Health Ltd,,OBSERVATIONAL
NCT06697834,Assessment of Pain in Plantar Fasciitis Managed by Histotripsy,https://clinicaltrials.gov/study/NCT06697834,COMPLETED,"Fasciitis, Plantar|Aponeurosis Contusion",PROCEDURE: Histotripsy ultrasound session|OTHER: VAS questionnaire|OTHER: AOFAS questionnaire,Ramsay Générale de Santé,GCS Ramsay Santé pour l'Enseignement et la Recherche,INTERVENTIONAL
NCT06697821,The Number of Mesogastria Containing Metastatic Lymph Nodes Predicts Gastric Cancer Prognosis,https://clinicaltrials.gov/study/NCT06697821,COMPLETED,Gastric Cancer,PROCEDURE: D2＋CME,Jichao Qin,,OBSERVATIONAL
NCT06697808,Cranial Ultrasound for Point of Care Intracranial Pathology Detection in Pediatrics,https://clinicaltrials.gov/study/NCT06697808,NOT_YET_RECRUITING,Traumatic Brain Injury,,Wake Forest University Health Sciences,,OBSERVATIONAL
NCT06697795,"Cost-Effectiveness Analysis of a Virtual Reality-Assisted Hypnotherapy Program on Quality of Life in Patients with Chronic Neck Pain: a Multicenter, Randomized, Prospective, Comparative, Open-Label, Parallel-Group Study",https://clinicaltrials.gov/study/NCT06697795,NOT_YET_RECRUITING,Chronic Neck Pain|Neck Pain,DEVICE: Virtual Reality-Assisted Hypnotherapy|OTHER: Standard Physical Therapy,University of Beykent,,INTERVENTIONAL
NCT06697782,Aprepitant and Ondansetron Monotherapy or Combination for Postoperative Nausea and Vomiting in Thyroid Cancer,https://clinicaltrials.gov/study/NCT06697782,NOT_YET_RECRUITING,Thyroid Cancer,DRUG: Ondansetron 8mg|DRUG: Aprepitant 125 mg,The First Affiliated Hospital of Zhengzhou University,,INTERVENTIONAL
NCT06697769,The Effect of Breastfeeding Experience With Virtual Reality Glasses on Breastfeeding Self-efficacy and Motivation,https://clinicaltrials.gov/study/NCT06697769,COMPLETED,Virtual Reality|Breastfeeding,OTHER: virtual reality,Eskisehir Osmangazi University,,INTERVENTIONAL
NCT06697756,Resistance Training for the Improvement of Glycemic Control in Prediabetes,https://clinicaltrials.gov/study/NCT06697756,RECRUITING,"Prediabetes (Insulin Resistance, Impaired Glucose Tolerance)",BEHAVIORAL: High-effort resistance exercise training|BEHAVIORAL: Low-effort resistance exercise training,University of New Mexico,,INTERVENTIONAL
NCT06697743,Post Bariatric Surgery Acute Kidney Injury: Incidence and Risk Factors,https://clinicaltrials.gov/study/NCT06697743,NOT_YET_RECRUITING,Bariatric Surgery|Acute Kidney Injury,,Georgina Tharwat Abdelmasih,Assiut University,OBSERVATIONAL
NCT06697730,Study of the Incidence and Prognosis of Intrahospital Acute Kidney Injury,https://clinicaltrials.gov/study/NCT06697730,NOT_YET_RECRUITING,Acute Kidney Injury,,"Fondazione IRCCS Ca' Granda, Ospedale Maggiore Policlinico",,OBSERVATIONAL
NCT06697717,End-expiratory Transpulmonary Pressure-guided Vs Electrical Impedance Tomography-guided PEEP Titration Methods in Patients with Intra-abdominal Hypertension Combined with Acute Respiratory Distress Syndrome: a Randomized Crossover Controlled Study,https://clinicaltrials.gov/study/NCT06697717,RECRUITING,Intra-abdominal Hypertension|Acute Respiratory Distress Syndrome (ARDS),OTHER: Transpulmonary Pressure-Guided PEEP Titration in IAH and ARDS Patients|OTHER: EIT-Guided PEEP Titration in IAH and ARDS Patients,"XiaoJing Zou,MD",,INTERVENTIONAL
NCT06697704,"Trunk Somatosensory Function, Trunk Control, and Thoracic Kyphosis in Children With Spastic Cerebral Palsy",https://clinicaltrials.gov/study/NCT06697704,COMPLETED,Spastic Cerebral Palsy,,Kutahya Health Sciences University,,OBSERVATIONAL
NCT06697691,Clinical Prediction Model for In-Hospital Rebleeding in Acute Non-Variceal Upper Gastrointestinal Bleeding,https://clinicaltrials.gov/study/NCT06697691,RECRUITING,Acute Non-variceal Upper Gastrointestinal Bleeding,,Junwei Yan,,OBSERVATIONAL
NCT06697678,Risk Prediction Model for Severe Autoimmune Encephalitis,https://clinicaltrials.gov/study/NCT06697678,NOT_YET_RECRUITING,Severe Autoimmune Encephalitis,OTHER: No intervention,"Xuanwu Hospital, Beijing",,OBSERVATIONAL
NCT06697665,"An Exploratory Clinical Study to Evaluate the Safety, Tolerability, Immune Response and Preliminary Efficacy of LM103 Injection in Combination With PD-1 in Patients With Advanced Solid Tumours",https://clinicaltrials.gov/study/NCT06697665,RECRUITING,Solid Cancer,BIOLOGICAL: LM103,"Suzhou BlueHorse Therapeutics Co., Ltd.",,INTERVENTIONAL
NCT06697652,Readmission After Adrenalectomy,https://clinicaltrials.gov/study/NCT06697652,COMPLETED,Adrenalectomy,PROCEDURE: adrenalectomy,Zagazig University,,OBSERVATIONAL
NCT06697639,Study on the Effect of WAFF Pelvic and Abdominal Mechanics Exercises During the Puerperium on Postpartum Pelvic Floor Rehabilitation for Parturients,https://clinicaltrials.gov/study/NCT06697639,COMPLETED,Pelvic Floor Dysfunctions,BEHAVIORAL: Rehabilitation Group,Peking Union Medical College Hospital,,INTERVENTIONAL
NCT06697626,Validation of a Novel Functional Food Designed to Meet the Nutritional Needs of People Living with Parkinson's Disease,https://clinicaltrials.gov/study/NCT06697626,RECRUITING,Constipation|Parkinson Disease,"DIETARY_SUPPLEMENT: Inulin, B-vitamins and vitamin D|DIETARY_SUPPLEMENT: Placebo group",University of Ulster,"University of Leeds|University of Auckland, New Zealand|Biotechnology and Biological Sciences Research Council",INTERVENTIONAL
NCT06697613,Development and Validation of a Prediction Model for AKI Following Cisplatin-Based HIPEC in Patients With Ovarian Cancer,https://clinicaltrials.gov/study/NCT06697613,COMPLETED,Ovarian Cancer|AKI - Acute Kidney Injury,PROCEDURE: Hyperthermic intraperitoneal chemotherapy,Sun Yat-Sen Memorial Hospital of Sun Yat-Sen University,First Affiliated Hospital Bengbu Medical College,OBSERVATIONAL
NCT06697600,A Decisional Intervention for Older Adults with Acute Myeloid Leukemia and Their Caregivers,https://clinicaltrials.gov/study/NCT06697600,NOT_YET_RECRUITING,"Oncology|Myeloid Leukemia, Acute|Cancer",BEHAVIORAL: UR-GOAL,University of Rochester,,INTERVENTIONAL
NCT06697587,Enhanced Cognitive Reappraisal and Emotion Awareness Training (eCREAT) for Maladaptive Anger Inhibition - A Pilot Study,https://clinicaltrials.gov/study/NCT06697587,COMPLETED,Maladaptive Anger Inhibition,BEHAVIORAL: Enhanced Cognitive Reappraisal and Emotion Awareness Training (eCREAT),"Örebro University, Sweden",Karolinska Institutet,INTERVENTIONAL
NCT06697574,"Hypnotherapy for Oral Lichen Planus. Patients with Clinically and Histologically Confirmed Oral Lichen Planus Would Be Randomized for Hypnotherapy Vs Psychoeducation About the Pyschoneuroimmune System. Follow Up Would Be Done At 2, 6, 12 Weeks After.",https://clinicaltrials.gov/study/NCT06697574,ENROLLING_BY_INVITATION,Oral Lichen Planus,BEHAVIORAL: Hypnosis aimed at stress reduction and health of the oral mucosa|BEHAVIORAL: Psychoeducation,Tel-Aviv Sourasky Medical Center,,INTERVENTIONAL
NCT06697561,Development and Evaluation of an Evidence-based Education Program for People With Hand Dysfunction in Scleroderma,https://clinicaltrials.gov/study/NCT06697561,ACTIVE_NOT_RECRUITING,"Scleroderma, Systemic",BEHAVIORAL: patient education program,Wen-Shao Lin,Cheng Hsin Rehabilitation Medical Center|National Taipei University of Nursing and Health Sciences,INTERVENTIONAL
NCT06697548,Conservative Care for Pelvic Pain (C2P2) in Women Service Members,https://clinicaltrials.gov/study/NCT06697548,NOT_YET_RECRUITING,Chronic Pelvic Pain,OTHER: Pain Neuroscience Education|OTHER: Lumbopelvic and Hip Therapeutic Exercise|OTHER: Extrapelvic Manual Therapy|OTHER: Extrapelvic Dry Needling|OTHER: Deep Paced Diaphragmatic Breathing Training|OTHER: Chronic Pelvic Pain Education|OTHER: Intravaginal and intrarectal pelvic floor physical therapy,Baylor University,Congressionally Directed Medical Research Programs,INTERVENTIONAL
